objective value:                     16691228.7610438
x1                                                  1 	(obj:187.876647)
x18758                                             32 	(obj:64.097561)
x18759                                       8.410256 	(obj:64.652057)
x18761                                             32 	(obj:62.988569)
x18762                                             32 	(obj:63.543065)
x18763                                             32 	(obj:64.097561)
x18764                                             32 	(obj:64.652057)
x18766                                             32 	(obj:62.988569)
x18767                                             32 	(obj:63.543065)
x18768                                       7.047635 	(obj:64.097561)
x18771                                             32 	(obj:62.988569)
x18772                                             32 	(obj:63.543065)
x18773                                      11.794872 	(obj:64.097561)
x18776                                             32 	(obj:62.988569)
x18777                                             32 	(obj:63.543065)
x18778                                             32 	(obj:64.097561)
x18779                                             32 	(obj:64.652057)
x18781                                             32 	(obj:62.988569)
x18782                                             32 	(obj:63.543065)
x18783                                       7.047635 	(obj:64.097561)
x18786                                             32 	(obj:62.988569)
x18787                                      24.952365 	(obj:63.543065)
x18889                                           32.5 	(obj:62.296073)
x18890                                           32.5 	(obj:62.832843)
x18891                                           32.5 	(obj:63.369613)
x18892                                      22.267743 	(obj:63.906383)
x18894                                           32.5 	(obj:62.296073)
x18895                                           32.5 	(obj:62.832843)
x18896                               7.86842299999999 	(obj:63.369613)
x18899                                      25.969103 	(obj:62.296073)
x18909                                           32.5 	(obj:62.296073)
x18910                                      14.295835 	(obj:62.832843)
x18914                                           32.5 	(obj:62.296073)
x18915                                           32.5 	(obj:62.832843)
x18916                               8.59678865499585 	(obj:63.369613)
x18919                                           32.5 	(obj:62.296073)
x18920                                           32.5 	(obj:62.832843)
x18921                                           32.5 	(obj:63.369613)
x18922                               22.8926236549958 	(obj:63.906383)
x18924                                           32.5 	(obj:62.296073)
x18925                                           32.5 	(obj:62.832843)
x18926                                           32.5 	(obj:63.369613)
x18927                                           32.5 	(obj:63.906383)
x18929                                           32.5 	(obj:62.296073)
x18930                                           32.5 	(obj:62.832843)
x18931                                           32.5 	(obj:63.369613)
x18932                                           32.5 	(obj:63.906383)
x18934                                           32.5 	(obj:62.296073)
x18935                                           32.5 	(obj:62.832843)
x18936                               19.7859629674124 	(obj:63.369613)
x18939                                           32.5 	(obj:62.296073)
x18940                                      14.502805 	(obj:62.832843)
x18944                                           32.5 	(obj:62.296073)
x18945                                           32.5 	(obj:62.832843)
x18946                                       28.79864 	(obj:63.369613)
x18949                                           32.5 	(obj:62.296073)
x18950                                       14.39932 	(obj:62.832843)
x19097                                          31.75 	(obj:57.53079475)
x19098                                      13.842908 	(obj:58.00914025)
x19102                                          31.75 	(obj:57.53079475)
x19103                                          31.75 	(obj:58.00914025)
x19104                                      27.685816 	(obj:58.4874857499999)
x19107                                          31.75 	(obj:57.53079475)
x19108                                          31.75 	(obj:58.00914025)
x19109                                          31.75 	(obj:58.4874857499999)
x19110                                          31.75 	(obj:58.9658312500001)
x19112                                          31.75 	(obj:57.53079475)
x19113                                          31.75 	(obj:58.00914025)
x19114                                          31.75 	(obj:58.4874857499999)
x19115                                          31.75 	(obj:58.9658312500001)
x19117                                          31.75 	(obj:57.53079475)
x19118                                          31.75 	(obj:58.00914025)
x19119                                          31.75 	(obj:58.4874857499999)
x19120                                          31.75 	(obj:58.9658312500001)
x19122                                          31.75 	(obj:57.53079475)
x19123                                          31.75 	(obj:58.00914025)
x19124                                          31.75 	(obj:58.4874857499999)
x19125                                          31.75 	(obj:58.9658312500001)
x19127                                          31.75 	(obj:57.53079475)
x19128                                          31.75 	(obj:58.00914025)
x19129                                          31.75 	(obj:58.4874857499999)
x19130                                          31.75 	(obj:58.9658312500001)
x19132                                          31.75 	(obj:57.53079475)
x19133                                          31.75 	(obj:58.00914025)
x19134                                          31.75 	(obj:58.4874857499999)
x19135                                          31.75 	(obj:58.9658312500001)
x19137                                          31.75 	(obj:57.53079475)
x19138                                          31.75 	(obj:58.00914025)
x19139                                          31.75 	(obj:58.4874857499999)
x19140                                          31.75 	(obj:58.9658312500001)
x19142                                          31.75 	(obj:57.53079475)
x19143                                          31.75 	(obj:58.00914025)
x19144                                          31.75 	(obj:58.4874857499999)
x19145                                          31.75 	(obj:58.9658312500001)
x19147                                          31.75 	(obj:57.53079475)
x19148                                          31.75 	(obj:58.00914025)
x19149                                          31.75 	(obj:58.4874857499999)
x19150                                          31.75 	(obj:58.9658312500001)
x19152                                          31.75 	(obj:57.53079475)
x19153                                          31.75 	(obj:58.00914025)
x19154                                          31.75 	(obj:58.4874857499999)
x19155                                          31.75 	(obj:58.9658312500001)
x19157                                          31.75 	(obj:57.53079475)
x19158                                          31.75 	(obj:58.00914025)
x19159                                          31.75 	(obj:58.4874857499999)
x19160                                          31.75 	(obj:58.9658312500001)
x19162                                          31.75 	(obj:57.53079475)
x19163                                          31.75 	(obj:58.00914025)
x19164                                          31.75 	(obj:58.4874857499999)
x19165                                          31.75 	(obj:58.9658312500001)
x19167                                          31.75 	(obj:57.53079475)
x19168                                          31.75 	(obj:58.00914025)
x19169                                          31.75 	(obj:58.4874857499999)
x19170                                          31.75 	(obj:58.9658312500001)
x19172                                          31.75 	(obj:57.53079475)
x19173                                          31.75 	(obj:58.00914025)
x19174                                          31.75 	(obj:58.4874857499999)
x19175                                          31.75 	(obj:58.9658312500001)
x19255                                             38 	(obj:59.761789)
x19256                                      13.531527 	(obj:60.378453)
x19260                                             38 	(obj:59.761789)
x19261                                             38 	(obj:60.378453)
x19262                                      27.063054 	(obj:60.995117)
x19265                                             38 	(obj:59.761789)
x19266                                             38 	(obj:60.378453)
x19267                                             38 	(obj:60.995117)
x19268                                             38 	(obj:61.611781)
x19270                                             38 	(obj:59.761789)
x19271                                             38 	(obj:60.378453)
x19272                                             38 	(obj:60.995117)
x19273                                             38 	(obj:61.611781)
x19275                                             38 	(obj:59.761789)
x19276                                             38 	(obj:60.378453)
x19277                                      24.468473 	(obj:60.995117)
x19280                                             38 	(obj:59.761789)
x19281                                             38 	(obj:60.378453)
x19282                                             38 	(obj:60.995117)
x19283                                             38 	(obj:61.611781)
x19285                                             38 	(obj:59.761789)
x19286                                             38 	(obj:60.378453)
x19287                                      15.544473 	(obj:60.995117)
x19290                                             38 	(obj:59.761789)
x19291                                      22.455527 	(obj:60.378453)
x19596                                             29 	(obj:58.126172)
x19597                                      11.534413 	(obj:58.581762)
x19601                                             29 	(obj:58.126172)
x19602                                             29 	(obj:58.581762)
x19603                                      23.068826 	(obj:59.0373519999999)
x19606                                             29 	(obj:58.126172)
x19607                                             29 	(obj:58.581762)
x19608                                             29 	(obj:59.0373519999999)
x19609                                             29 	(obj:59.4929420000001)
x19611                                             29 	(obj:58.126172)
x19612                                             29 	(obj:58.581762)
x19613                                             29 	(obj:59.0373519999999)
x19614                                             29 	(obj:59.4929420000001)
x19616                                             29 	(obj:58.126172)
x19617                                             29 	(obj:58.581762)
x19618                                             29 	(obj:59.0373519999999)
x19619                                             29 	(obj:59.4929420000001)
x19621                                             29 	(obj:58.126172)
x19622                                             29 	(obj:58.581762)
x19623                                             29 	(obj:59.0373519999999)
x19624                                             29 	(obj:59.4929420000001)
x19626                                             29 	(obj:58.126172)
x19627                                             29 	(obj:58.581762)
x19628                                             29 	(obj:59.0373519999999)
x19629                                             29 	(obj:59.4929420000001)
x19631                                             29 	(obj:58.126172)
x19632                                             29 	(obj:58.581762)
x19633                                             29 	(obj:59.0373519999999)
x19634                                             29 	(obj:59.4929420000001)
x19636                                             29 	(obj:58.126172)
x19637                                             29 	(obj:58.581762)
x19638                                             29 	(obj:59.0373519999999)
x19639                                             29 	(obj:59.4929420000001)
x19641                                             29 	(obj:58.126172)
x19642                                             29 	(obj:58.581762)
x19643                                             29 	(obj:59.0373519999999)
x19644                                             29 	(obj:59.4929420000001)
x19646                                             29 	(obj:58.126172)
x19647                                             29 	(obj:58.581762)
x19648                               27.7485705594668 	(obj:59.0373519999999)
x19651                                             29 	(obj:58.126172)
x19652                                             29 	(obj:58.581762)
x19653                                             29 	(obj:59.0373519999999)
x19654                                             29 	(obj:59.4929420000001)
x19656                                             29 	(obj:58.126172)
x19657                                             29 	(obj:58.581762)
x19658                                             29 	(obj:59.0373519999999)
x19659                                             29 	(obj:59.4929420000001)
x19661                                             29 	(obj:58.126172)
x19662                                             29 	(obj:58.581762)
x19663                                             29 	(obj:59.0373519999999)
x19664                                             29 	(obj:59.4929420000001)
x19666                                             29 	(obj:58.126172)
x19667                                             29 	(obj:58.581762)
x19668                                             29 	(obj:59.0373519999999)
x19669                                             29 	(obj:59.4929420000001)
x19671                                             29 	(obj:58.126172)
x19672                                             29 	(obj:58.581762)
x19673                                             29 	(obj:59.0373519999999)
x19674                                             29 	(obj:59.4929420000001)
x19676                                             29 	(obj:58.126172)
x19677                                             29 	(obj:58.581762)
x19678                                             29 	(obj:59.0373519999999)
x19679                                             29 	(obj:59.4929420000001)
x19729                                          29.75 	(obj:58.6997905)
x19730                                      12.371917 	(obj:59.1859055)
x19779                                          29.75 	(obj:58.6997905)
x19780                                      27.508152 	(obj:59.1859055)
x19784                                          29.75 	(obj:58.6997905)
x19785                                          29.75 	(obj:59.1859055)
x19786                                          29.75 	(obj:59.6720205)
x19787                                      25.266304 	(obj:60.1581355)
x19789                                          29.75 	(obj:58.6997905)
x19790                                          29.75 	(obj:59.1859055)
x19791                                          29.75 	(obj:59.6720205)
x19794                                          29.75 	(obj:58.6997905)
x19795                                          29.75 	(obj:59.1859055)
x19796                                          29.75 	(obj:59.6720205)
x19797                                          29.75 	(obj:60.1581355)
x19799                                          29.75 	(obj:58.6997905)
x19800                                          29.75 	(obj:59.1859055)
x19801                                          29.75 	(obj:59.6720205)
x19802                                          29.75 	(obj:60.1581355)
x19804                                          29.75 	(obj:58.6997905)
x19805                                          29.75 	(obj:59.1859055)
x19806                                          29.75 	(obj:59.6720205)
x19807                                          29.75 	(obj:60.1581355)
x19809                                          29.75 	(obj:58.6997905)
x19810                                          29.75 	(obj:59.1859055)
x19811                                          29.75 	(obj:59.6720205)
x19812                                          29.75 	(obj:60.1581355)
x19814                                          29.75 	(obj:58.6997905)
x19815                                          29.75 	(obj:59.1859055)
x19816                                      17.378083 	(obj:59.6720205)
x19819                                          29.75 	(obj:58.6997905)
x19820                                          29.75 	(obj:59.1859055)
x19821                                          29.75 	(obj:59.6720205)
x19822                                          29.75 	(obj:60.1581355)
x19824                                          29.75 	(obj:58.6997905)
x19825                                          29.75 	(obj:59.1859055)
x19826                                      24.743834 	(obj:59.6720205)
x19829                                          29.75 	(obj:58.6997905)
x19830                                      12.371917 	(obj:59.1859055)
x19897                                          30.75 	(obj:61.841459)
x19898                                      24.117788 	(obj:62.330015)
x20105                                           30.5 	(obj:56.8755945)
x20106                                      15.363705 	(obj:57.3376695)
x20110                                           30.5 	(obj:56.8755945)
x20111                                           30.5 	(obj:57.3376695)
x20112                                           30.5 	(obj:57.7997445)
x20113                              0.227410000000006 	(obj:58.2618195)
x20115                                           30.5 	(obj:56.8755945)
x20116                                           30.5 	(obj:57.3376695)
x20117                                           30.5 	(obj:57.7997445)
x20118                                           30.5 	(obj:58.2618195)
x20120                                           30.5 	(obj:56.8755945)
x20121                                           30.5 	(obj:57.3376695)
x20122                                           30.5 	(obj:57.7997445)
x20123                                           30.5 	(obj:58.2618195)
x20125                                           30.5 	(obj:56.8755945)
x20126                                           30.5 	(obj:57.3376695)
x20127                                           30.5 	(obj:57.7997445)
x20128                                           30.5 	(obj:58.2618195)
x20130                                           30.5 	(obj:56.8755945)
x20131                                           30.5 	(obj:57.3376695)
x20132                                           30.5 	(obj:57.7997445)
x20133                                           30.5 	(obj:58.2618195)
x20135                                           30.5 	(obj:56.8755945)
x20136                                           30.5 	(obj:57.3376695)
x20137                                           30.5 	(obj:57.7997445)
x20138                                           30.5 	(obj:58.2618195)
x20140                                           30.5 	(obj:56.8755945)
x20141                                           30.5 	(obj:57.3376695)
x20142                                           30.5 	(obj:57.7997445)
x20143                                      28.202956 	(obj:58.2618195)
x20145                                           30.5 	(obj:56.8755945)
x20146                                      29.351478 	(obj:57.3376695)
x20263                                          27.75 	(obj:55.529352)
x20264                                      20.701881 	(obj:55.95426)
x20268                                          27.75 	(obj:55.529352)
x20269                                          27.75 	(obj:55.95426)
x20270                                          27.75 	(obj:56.379168)
x20271                                      13.653762 	(obj:56.804076)
x20273                                          27.75 	(obj:55.529352)
x20274                                          27.75 	(obj:55.95426)
x20275                                          27.75 	(obj:56.379168)
x20276                                          27.75 	(obj:56.804076)
x20278                                          27.75 	(obj:55.529352)
x20279                                          27.75 	(obj:55.95426)
x20280                                          27.75 	(obj:56.379168)
x20281                                          27.75 	(obj:56.804076)
x20283                                          27.75 	(obj:55.529352)
x20284                                          27.75 	(obj:55.95426)
x20285                                          27.75 	(obj:56.379168)
x20286                                          27.75 	(obj:56.804076)
x20288                                          27.75 	(obj:55.529352)
x20289                                          27.75 	(obj:55.95426)
x20290                                          27.75 	(obj:56.379168)
x20291                                      21.025974 	(obj:56.804076)
x20293                                          27.75 	(obj:55.529352)
x20294                                      24.387987 	(obj:55.95426)
x20436                                             39 	(obj:60.239678)
x20437                                       34.13488 	(obj:60.896204)
x20441                                             39 	(obj:60.239678)
x20442                                             39 	(obj:60.896204)
x20443                                             39 	(obj:61.55273)
x20444                                       29.26976 	(obj:62.209256)
x20446                                             39 	(obj:60.239678)
x20447                                             39 	(obj:60.896204)
x20448                                             39 	(obj:61.55273)
x20449                                             39 	(obj:62.209256)
x20451                                             39 	(obj:60.239678)
x20452                                             39 	(obj:60.896204)
x20453                                      25.708754 	(obj:61.55273)
x20456                                             39 	(obj:60.239678)
x20457                                             39 	(obj:60.896204)
x20458                                             39 	(obj:61.55273)
x20459                                             39 	(obj:62.209256)
x20461                                             39 	(obj:60.239678)
x20462                                             39 	(obj:60.896204)
x20463                                      25.708754 	(obj:61.55273)
x20466                                             39 	(obj:60.239678)
x20467                                             39 	(obj:60.896204)
x20468                                             39 	(obj:61.55273)
x20469                                             39 	(obj:62.209256)
x20471                                             39 	(obj:60.239678)
x20472                                             39 	(obj:60.896204)
x20473                                      25.708754 	(obj:61.55273)
x20476                                             39 	(obj:60.239678)
x20477                                             39 	(obj:60.896204)
x20478                                             39 	(obj:61.55273)
x20479                                             39 	(obj:62.209256)
x20481                                             39 	(obj:60.239678)
x20482                                             39 	(obj:60.896204)
x20483                                             39 	(obj:61.55273)
x20484                                             39 	(obj:62.209256)
x20486                                             39 	(obj:60.239678)
x20487                                             39 	(obj:60.896204)
x20488                                      25.708754 	(obj:61.55273)
x20491                                             39 	(obj:60.239678)
x20492                                             39 	(obj:60.896204)
x20493                                             39 	(obj:61.55273)
x20496                                             39 	(obj:60.239678)
x20497                                             39 	(obj:60.896204)
x20498                                             39 	(obj:61.55273)
x20499                               8.15815204542172 	(obj:62.209256)
x20501                                             39 	(obj:60.239678)
x20502                                             39 	(obj:60.896204)
x20503                                             39 	(obj:61.55273)
x20504                               2.62360095040262 	(obj:62.209256)
x20506                                             39 	(obj:60.239678)
x20507                                             39 	(obj:60.896204)
x20508                               11.0953711584454 	(obj:61.55273)
x20511                                             39 	(obj:60.239678)
x20512                                             39 	(obj:60.896204)
x20513                                             39 	(obj:61.55273)
x20514                               7.35717820482614 	(obj:62.209256)
x20516                                             39 	(obj:60.239678)
x20517                               33.0659322048261 	(obj:60.896204)
x20569                                             32 	(obj:57.30622)
x20570                                             32 	(obj:57.796908)
x20571                                             32 	(obj:58.287596)
x20572                                      29.387824 	(obj:58.778284)
x20574                                             32 	(obj:57.30622)
x20575                                      30.693912 	(obj:57.796908)
x20619                                             32 	(obj:57.30622)
x20620                                      23.956938 	(obj:57.796908)
x20624                                             32 	(obj:57.30622)
x20625                                             32 	(obj:57.796908)
x20626                                             32 	(obj:58.287596)
x20627                                      15.913876 	(obj:58.778284)
x20629                                             32 	(obj:57.30622)
x20630                                             32 	(obj:57.796908)
x20631                                             32 	(obj:58.287596)
x20632                                             32 	(obj:58.778284)
x20634                                             32 	(obj:57.30622)
x20635                                             32 	(obj:57.796908)
x20636                                             32 	(obj:58.287596)
x20637                                             32 	(obj:58.778284)
x20639                                             32 	(obj:57.30622)
x20640                                             32 	(obj:57.796908)
x20641                                             32 	(obj:58.287596)
x20642                                             32 	(obj:58.778284)
x20644                                             32 	(obj:57.30622)
x20645                                             32 	(obj:57.796908)
x20646                                             32 	(obj:58.287596)
x20647                                             32 	(obj:58.778284)
x20649                                             32 	(obj:57.30622)
x20650                                             32 	(obj:57.796908)
x20651                                             32 	(obj:58.287596)
x20652                                             32 	(obj:58.778284)
x20654                                             32 	(obj:57.30622)
x20655                                             32 	(obj:57.796908)
x20656                                             32 	(obj:58.287596)
x20657                                             32 	(obj:58.778284)
x20659                                             32 	(obj:57.30622)
x20660                                             32 	(obj:57.796908)
x20661                                             32 	(obj:58.287596)
x20662                                             32 	(obj:58.778284)
x20664                                             32 	(obj:57.30622)
x20665                                             32 	(obj:57.796908)
x20666                                             32 	(obj:58.287596)
x20667                                             32 	(obj:58.778284)
x20669                                             32 	(obj:57.30622)
x20670                                             32 	(obj:57.796908)
x20671                                             32 	(obj:58.287596)
x20672                                      29.387824 	(obj:58.778284)
x20674                                             32 	(obj:57.30622)
x20675                                      30.693912 	(obj:57.796908)
x20767                                             35 	(obj:63.02517)
x20768                                      15.995138 	(obj:63.60435)
x20772                                             35 	(obj:63.02517)
x20773                                             35 	(obj:63.60435)
x20774                                      31.990276 	(obj:64.18353)
x20777                                             35 	(obj:63.02517)
x20778                                             35 	(obj:63.60435)
x20779                                             35 	(obj:64.18353)
x20780                                             35 	(obj:64.76271)
x20782                                             35 	(obj:63.02517)
x20783                                             35 	(obj:63.60435)
x20784                               7.39499599999999 	(obj:64.18353)
x20787                                             35 	(obj:63.02517)
x20788                                             35 	(obj:63.60435)
x20789                                        4.21487 	(obj:64.18353)
x20792                                             35 	(obj:63.02517)
x20793                                             35 	(obj:63.60435)
x20794                                             35 	(obj:64.18353)
x20795                                      20.210008 	(obj:64.76271)
x20797                                             35 	(obj:63.02517)
x20798                                      27.605004 	(obj:63.60435)
x20945                                          29.75 	(obj:58.729642)
x20946                                      20.605783 	(obj:59.20945)
x20950                                          29.75 	(obj:58.729642)
x20951                                          29.75 	(obj:59.20945)
x20952                                          29.75 	(obj:59.689258)
x20953                                      11.461566 	(obj:60.169066)
x20955                                          29.75 	(obj:58.729642)
x20956                                          29.75 	(obj:59.20945)
x20957                                          29.75 	(obj:59.689258)
x20958                                          29.75 	(obj:60.169066)
x20960                                          29.75 	(obj:58.729642)
x20961                                          29.75 	(obj:59.20945)
x20962                                          29.75 	(obj:59.689258)
x20963                                          29.75 	(obj:60.169066)
x20965                                          29.75 	(obj:58.729642)
x20966                                          29.75 	(obj:59.20945)
x20967                                          29.75 	(obj:59.689258)
x20970                                          29.75 	(obj:58.729642)
x20971                                          29.75 	(obj:59.20945)
x20972                                          29.75 	(obj:59.689258)
x20973                                          29.75 	(obj:60.169066)
x20975                                          29.75 	(obj:58.729642)
x20976                                          29.75 	(obj:59.20945)
x20977                                          29.75 	(obj:59.689258)
x20978                                          29.75 	(obj:60.169066)
x20980                                          29.75 	(obj:58.729642)
x20981                                          29.75 	(obj:59.20945)
x20982                                          29.75 	(obj:59.689258)
x20983                                          29.75 	(obj:60.169066)
x20985                                          29.75 	(obj:58.729642)
x20986                                          29.75 	(obj:59.20945)
x20987                                          29.75 	(obj:59.689258)
x20988                                          29.75 	(obj:60.169066)
x20990                                          29.75 	(obj:58.729642)
x20991                                          29.75 	(obj:59.20945)
x20992                                       9.144217 	(obj:59.689258)
x20995                                          29.75 	(obj:58.729642)
x20996                                          29.75 	(obj:59.20945)
x20997                                          29.75 	(obj:59.689258)
x20998                                          29.75 	(obj:60.169066)
x21000                                          29.75 	(obj:58.729642)
x21001                                          29.75 	(obj:59.20945)
x21002                                          29.75 	(obj:59.689258)
x21003                                          29.75 	(obj:60.169066)
x21005                                          29.75 	(obj:58.729642)
x21006                                          29.75 	(obj:59.20945)
x21007                                          29.75 	(obj:59.689258)
x21008                                          29.75 	(obj:60.169066)
x21010                                          29.75 	(obj:58.729642)
x21011                                          29.75 	(obj:59.20945)
x21012                                          29.75 	(obj:59.689258)
x21013                                          29.75 	(obj:60.169066)
x21015                                          29.75 	(obj:58.729642)
x21016                                          29.75 	(obj:59.20945)
x21017                                          29.75 	(obj:59.689258)
x21018                                          29.75 	(obj:60.169066)
x21020                                          29.75 	(obj:58.729642)
x21021                                          29.75 	(obj:59.20945)
x21022                                          29.75 	(obj:59.689258)
x21023                                          29.75 	(obj:60.169066)
x21073                                           28.5 	(obj:61.9794545)
x21074                                           28.5 	(obj:62.4458855)
x21075                                      24.150456 	(obj:62.9123165000001)
x21078                                           28.5 	(obj:61.9794545)
x21079                                      17.810665 	(obj:62.4458855)
x21093                                           28.5 	(obj:61.9794545)
x21094                                      11.927385 	(obj:62.4458855)
x21271                                          29.75 	(obj:57.5971795)
x21272                                      10.235462 	(obj:58.0633025)
x21276                                          29.75 	(obj:57.5971795)
x21277                                          29.75 	(obj:58.0633025)
x21278                                      20.470924 	(obj:58.5294255)
x21281                                          29.75 	(obj:57.5971795)
x21282                                          29.75 	(obj:58.0633025)
x21283                                          29.75 	(obj:58.5294255)
x21284                                          29.75 	(obj:58.9955485)
x21286                                          29.75 	(obj:57.5971795)
x21287                                          29.75 	(obj:58.0633025)
x21288                                          29.75 	(obj:58.5294255)
x21289                                          29.75 	(obj:58.9955485)
x21291                                          29.75 	(obj:57.5971795)
x21292                                          29.75 	(obj:58.0633025)
x21293                                          29.75 	(obj:58.5294255)
x21294                                          29.75 	(obj:58.9955485)
x21296                                          29.75 	(obj:57.5971795)
x21297                                          29.75 	(obj:58.0633025)
x21298                                          29.75 	(obj:58.5294255)
x21299                                          29.75 	(obj:58.9955485)
x21301                                          29.75 	(obj:57.5971795)
x21302                                          29.75 	(obj:58.0633025)
x21303                                          29.75 	(obj:58.5294255)
x21304                                          29.75 	(obj:58.9955485)
x21306                                          29.75 	(obj:57.5971795)
x21307                                          29.75 	(obj:58.0633025)
x21308                                          29.75 	(obj:58.5294255)
x21309                                          29.75 	(obj:58.9955485)
x21311                                          29.75 	(obj:57.5971795)
x21312                                          29.75 	(obj:58.0633025)
x21313                                          29.75 	(obj:58.5294255)
x21314                                          29.75 	(obj:58.9955485)
x21316                                          29.75 	(obj:57.5971795)
x21317                                          29.75 	(obj:58.0633025)
x21318                                          29.75 	(obj:58.5294255)
x21319                                          29.75 	(obj:58.9955485)
x21321                                          29.75 	(obj:57.5971795)
x21322                                          29.75 	(obj:58.0633025)
x21323                                          29.75 	(obj:58.5294255)
x21324                                          29.75 	(obj:58.9955485)
x21326                                          29.75 	(obj:57.5971795)
x21327                                          29.75 	(obj:58.0633025)
x21328                                          29.75 	(obj:58.5294255)
x21329                                          29.75 	(obj:58.9955485)
x21331                                          29.75 	(obj:57.5971795)
x21332                                          29.75 	(obj:58.0633025)
x21333                                          29.75 	(obj:58.5294255)
x21334                                          29.75 	(obj:58.9955485)
x21336                                          29.75 	(obj:57.5971795)
x21337                                          29.75 	(obj:58.0633025)
x21338                                          29.75 	(obj:58.5294255)
x21339                                          29.75 	(obj:58.9955485)
x21341                                          29.75 	(obj:57.5971795)
x21342                                          29.75 	(obj:58.0633025)
x21343                                          29.75 	(obj:58.5294255)
x21344                                          29.75 	(obj:58.9955485)
x21346                                          29.75 	(obj:57.5971795)
x21347                                          29.75 	(obj:58.0633025)
x21348                                          29.75 	(obj:58.5294255)
x21349                                          29.75 	(obj:58.9955485)
x21351                                          29.75 	(obj:57.5971795)
x21352                                          29.75 	(obj:58.0633025)
x21353                                          29.75 	(obj:58.5294255)
x21354                                          29.75 	(obj:58.9955485)
x21356                                          29.75 	(obj:57.5971795)
x21357                                          29.75 	(obj:58.0633025)
x21358                                          29.75 	(obj:58.5294255)
x21359                                          29.75 	(obj:58.9955485)
x21409                                             39 	(obj:58.282116)
x21410                                             39 	(obj:58.9239)
x21411                                             39 	(obj:59.565684)
x21412                                             39 	(obj:60.207468)
x21414                                             39 	(obj:58.282116)
x21415                                             39 	(obj:58.9239)
x21416                                       36.45346 	(obj:59.565684)
x21419                                             39 	(obj:58.282116)
x21420                                       18.22673 	(obj:58.9239)
x21459                                             39 	(obj:58.282116)
x21460                                      33.057978 	(obj:58.9239)
x21464                                             39 	(obj:58.282116)
x21465                                             39 	(obj:58.9239)
x21466                                             39 	(obj:59.565684)
x21467                                      27.115956 	(obj:60.207468)
x21469                                             39 	(obj:58.282116)
x21470                                             39 	(obj:58.9239)
x21471                                             39 	(obj:59.565684)
x21474                                             39 	(obj:58.282116)
x21475                                             39 	(obj:58.9239)
x21476                                             39 	(obj:59.565684)
x21477                                             39 	(obj:60.207468)
x21479                                             39 	(obj:58.282116)
x21480                                             39 	(obj:58.9239)
x21481                                             39 	(obj:59.565684)
x21482                                             39 	(obj:60.207468)
x21484                                             39 	(obj:58.282116)
x21485                                             39 	(obj:58.9239)
x21486                                             39 	(obj:59.565684)
x21487                                             39 	(obj:60.207468)
x21489                                             39 	(obj:58.282116)
x21490                                             39 	(obj:58.9239)
x21491                                       36.45346 	(obj:59.565684)
x21494                                             39 	(obj:58.282116)
x21495                                       18.22673 	(obj:58.9239)
x21612                                           33.5 	(obj:61.32477)
x21613                                      15.725656 	(obj:61.834104)
x21617                                           33.5 	(obj:61.32477)
x21618                                           33.5 	(obj:61.834104)
x21619                                      31.451312 	(obj:62.343438)
x21622                                           33.5 	(obj:61.32477)
x21623                                           33.5 	(obj:61.834104)
x21624                                           33.5 	(obj:62.343438)
x21625                                           33.5 	(obj:62.852772)
x21627                                           33.5 	(obj:61.32477)
x21628                                           33.5 	(obj:61.834104)
x21629                                      17.774344 	(obj:62.343438)
x21632                                           33.5 	(obj:61.32477)
x21633                                           33.5 	(obj:61.834104)
x21634                                           33.5 	(obj:62.343438)
x21635                                           33.5 	(obj:62.852772)
x21637                                           33.5 	(obj:61.32477)
x21638                                           33.5 	(obj:61.834104)
x21639                               8.56308799999999 	(obj:62.343438)
x21642                                           33.5 	(obj:61.32477)
x21643                                      24.936912 	(obj:61.834104)
x21745                                          32.25 	(obj:56.8267235)
x21746                                          32.25 	(obj:57.3175685)
x21747                                      17.978946 	(obj:57.8084135)
